username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ChokeroT;2019-04-01 01:59;0;2;"en el #SalvadosPapa el Pontífice dijo algo así como q cuando se tapa el abuso, éste se extiende. Cuando se destapa éste desaparece. Extrapolable a cq esfera de la vida.";;;#SalvadosPapa;"1112504735947517953";https://twitter.com/ChokeroT/status/1112504735947517953
CMonteroOficial;2019-04-01 01:59;20;29;"Excelente entrevista de @jordievole a @Pontifex_es Estos son los cuatro pecados del periodismo, según Francisco #SalvadosPapa https:// twitter.com/salvadostv/sta tus/1112446043126460416 …";;@jordievole @Pontifex_es;#SalvadosPapa;"1112504635024179200";https://twitter.com/CMonteroOficial/status/1112504635024179200
And89_3;2019-04-01 01:58;0;6;"Si alguien sabe editar vídeos les propongo que pongan las palabras del Papa sobre los medios de comunicación y a continuación las de Iglesias, a ver dónde está la diferencia y el problema en decirlo (7) #ObjetivoIglesias #SalvadosPapa #LaHistoriaLaEscribesTú #UnidasPodemos";;;#ObjetivoIglesias #SalvadosPapa #LaHistoriaLaEscribesT #UnidasPodemos;"1112504533161259009";https://twitter.com/And89_3/status/1112504533161259009
abelazcona;2019-04-01 01:58;20;76;"Posible respuesta para todos los futuros controles de alcoholemia. #SalvadosPapa https:// twitter.com/jordievole/sta tus/1112437316415557632 …";;;#SalvadosPapa;"1112504403083358210";https://twitter.com/abelazcona/status/1112504403083358210
MediterraneoDGT;2019-04-01 01:58;17;25;"La #Opinión de @davidenguita en @MediterraneoDGT Soy Gay, católico y sin diagnóstico de 'Rareza' #SalvadosPapa https://www. mediterraneodigital.com/opinion/column istas-de-opinion/david-enguita/soy-gay-catolico-y-sin-diagnostico-de-rareza.html …";;@davidenguita @MediterraneoDGT;#Opini #SalvadosPapa;"1112504346271498241";https://twitter.com/MediterraneoDGT/status/1112504346271498241
Mj_ArQ;2019-04-01 01:57;0;0;"Al contrario! Os ha evangelizado de un plumazo y nosotros felices Listo el #Papa #SalvadosPapa #VOXAvanza @vox_es";;@vox_es;#Papa #SalvadosPapa #VOXAvanza;"1112504245163577346";https://twitter.com/Mj_ArQ/status/1112504245163577346
Jesandram;2019-04-01 01:57;0;0;"#SalvadosPapa @jordievole ORO.";;@jordievole;#SalvadosPapa;"1112504220069048320";https://twitter.com/Jesandram/status/1112504220069048320
And89_3;2019-04-01 01:57;0;1;"¿Estuvo mal el cartel de vuELve? Sí, pero hacer de eso casi un debate nacional solo pueden producirlo los medios. ¿Alguien se cree que ese día la gente no hablaba de otra cosa en la calle?¡Por favor!Fueron ellos los que fabricaron la noticia (6) #ObjetivoIglesias #SalvadosPapa";;;#ObjetivoIglesias #SalvadosPapa;"1112504215987998725";https://twitter.com/And89_3/status/1112504215987998725
jesusverson;2019-04-01 01:57;0;1;"Todo el mundo debería verlo, especialmente los católicos. Aun con diferencias, dice cosas que pueden llegar a muchas personas y persuadirles hacia opiniones más humanas. Me refiero sobre todo al tema central de la entrevista, los refugiados. #SalvadosPapa Grande este @Pontifex_es";;@Pontifex_es;#SalvadosPapa;"1112504169762562048";https://twitter.com/jesusverson/status/1112504169762562048
carminis82;2019-04-01 01:56;0;0;"No os flipeis @salvadostv trending topic y mañana todos los medios (y ‘personalidades/personajidades’ como #salvadospapa";;@salvadostv;#salvadospapa;"1112504088456060928";https://twitter.com/carminis82/status/1112504088456060928
callogher;2019-04-01 01:56;0;0;"#SalvadosPapa #ObjetivoIglesias Todo muy religioso. Objetivo que el Papa nos salve en las iglesias.";;;#SalvadosPapa #ObjetivoIglesias;"1112504022731317248";https://twitter.com/callogher/status/1112504022731317248
buenavideando;2019-04-01 01:55;0;0;"@eduardoinda esto si es periodismo. Toma nota paquete. #SalvadosPapa";;@eduardoinda;#SalvadosPapa;"1112503826085376005";https://twitter.com/buenavideando/status/1112503826085376005
KikeMavs41;2019-04-01 01:55;0;0;"Tanto neocon y voxista escandalizado con la entrevista a Bergoglio en la Sexta no, por favor, a ver si va a empezar a caerme bien. #SalvadosPapa";;;#SalvadosPapa;"1112503824957296640";https://twitter.com/KikeMavs41/status/1112503824957296640
And89_3;2019-04-01 01:55;0;3;"Si Susana Griso, AR y Ferreras deciden cada mañana hablar de la descomposición de Podemos, la gente creerá que Podemos se descompone. Si hablan un minuto del pucherazo de C's, no se dará importancia (5) #ObjetivoIglesias #SalvadosPapa";;;#ObjetivoIglesias #SalvadosPapa;"1112503824026079232";https://twitter.com/And89_3/status/1112503824026079232
nachogarciad;2019-04-01 01:55;5;24;"Había que hacer la pregunta... Genial el que cuestiona, el que contesta y la réplica #SalvadosPapa pic.twitter.com/7cr6aHPRTK";;;#SalvadosPapa;"1112503822264475648";https://twitter.com/nachogarciad/status/1112503822264475648
JUALOP2012;2019-04-01 01:55;0;0;"#SalvadosPapa Al final del programa el Papa ha confesado realmente porque Messi no es Dios: Dios está en todas partes y Messi sólo esta en Barcelona.";;;#SalvadosPapa;"1112503653175300097";https://twitter.com/JUALOP2012/status/1112503653175300097
buenavideando;2019-04-01 01:55;0;0;"@jordievole muchísimas gracias por el programa. Ha dejado usted el listón en casa Dios. #SalvadosPapa";;@jordievole;#SalvadosPapa;"1112503593397960704";https://twitter.com/buenavideando/status/1112503593397960704
ParadisePerduto;2019-04-01 01:54;0;0;"Boycott a la Iglesia...Ya está bien de que una secta inmensamente rica,corrupta y llena de delitos encubiertos JUZGUE a cualquier ser humano,sea lo que sea,del color o educación que sea. #SalvadosPapa #Salvados #LGTB #LGTBI #LGTBIQ #StopLGTBIfobia #homófobos #homofobia #feminista";;;#SalvadosPapa #Salvados #LGTB #LGTBI #LGTBIQ #StopLGTBIfobia #hom #homofobia #feminista;"1112503590415941634";https://twitter.com/ParadisePerduto/status/1112503590415941634
Britovius;2019-04-01 01:54;0;0;"#SalvadosPapa Jordi y Paquito acabaron bailando....... https:// youtu.be/t0mlPqKwhEE";;;#SalvadosPapa;"1112503557192863744";https://twitter.com/Britovius/status/1112503557192863744
And89_3;2019-04-01 01:54;2;2;"Especiales de televisiones, debates, declaraciones del Papa, de más personas opinando sobre el derecho a recuperar a tus muertos, así durante un tiempo, si eso se hiciera sería un clamor y los políticos de derechas asumirían que es un derecho(4) #ObjetivoIglesias #SalvadosPapa";;;#ObjetivoIglesias #SalvadosPapa;"1112503484702748674";https://twitter.com/And89_3/status/1112503484702748674
TELosUnicornios;2019-04-01 01:54;0;2;"se le ha visto la patita al condenado con su repugnante silencio acerca de la momia de franco... #SalvadosPapa";;;#SalvadosPapa;"1112503466059010048";https://twitter.com/TELosUnicornios/status/1112503466059010048
hacialaextinci1;2019-04-01 01:53;1;3;"Tolerancia cero con la pederastia #SalvadosPapa #ObjetivoIglesias pic.twitter.com/qRXMLRJEtK";;;#SalvadosPapa #ObjetivoIglesias;"1112503151700131842";https://twitter.com/hacialaextinci1/status/1112503151700131842
Juanfrix;2019-04-01 01:53;0;0;"¿En serio te importa lo que piensa ese tío? Pues imagínate al revés. #SalvadosPapa";;;#SalvadosPapa;"1112503138299326466";https://twitter.com/Juanfrix/status/1112503138299326466
anahi_lemonw;2019-04-01 01:52;0;0;"@jordievole le gustó a tu madre la entrevista con el Papa Francisco? Me quedé con la intriga. #SalvadosPapa";;@jordievole;#SalvadosPapa;"1112502992132018177";https://twitter.com/anahi_lemonw/status/1112502992132018177
And89_3;2019-04-01 01:52;2;4;"Si los medios directamente deciden no tratar determinados temas, esos temas se vuelven invisibles.Repito si mañana el debate fueran las palabras del Papa sobre los muertos en las cunetas igual muchos católicos de derechas cambiaban de opinión(3) #ObjetivoIglesias #SalvadosPapa";;;#ObjetivoIglesias #SalvadosPapa;"1112502953838084096";https://twitter.com/And89_3/status/1112502953838084096
carminis82;2019-04-01 01:52;0;0;"Me parto @jordievole pregunta si le habrá gustado a su madre y me recuerda a mis infantiles cuando me dicen ‘pero no se lo vas a contar a mi madre, verdad?’ #SalvadosPapa";;@jordievole;#SalvadosPapa;"1112502925614563329";https://twitter.com/carminis82/status/1112502925614563329
NivelDiosa;2019-04-01 01:51;0;1;"A muchos de izquierdas se os ha olvidado hoy que el Papa es el máximo representante de un negocio multimillonario cómplice del nazismo, el franquismo y el fascismo, que lleva siglos permitiendo la pederastia, atacando la homosexualidad y despreciando a la mujer #SalvadosPapa";;;#SalvadosPapa;"1112502691241046016";https://twitter.com/NivelDiosa/status/1112502691241046016
acastillom93;2019-04-01 01:51;0;0;"#SalvadosPapa #Aborto " Es justo eliminar una vida humana para solucionar un problema? " #Homofobia "Las tendencias no son pecado" " En la niñez, resolver posibles dudas sobre la posible rareza ".";;;#SalvadosPapa #Aborto #Homofobia;"1112502647586783233";https://twitter.com/acastillom93/status/1112502647586783233
And89_3;2019-04-01 01:51;5;4;"Así se crean las noticias, nosotros no decidimos el centro del debate. Los medios durante mucho tiempo decidieron que fuera el chalé, financiación de Irán y Venezuela, el cartel de vuELve, así se dirige a la población (2) #ObjetivoIglesias #SalvadosPapa";;;#ObjetivoIglesias #SalvadosPapa;"1112502590993059840";https://twitter.com/And89_3/status/1112502590993059840
acastillom93;2019-04-01 01:49;0;0;"#SalvadosPapa #Inmigración @Pontifex_es El Papa Francisco evoca la gran novela de Ivo Andric, #UnPuenteSobreelDrina . "Tendamos Puentes, no levantemos Muros". Me recuerda a la parábola del #BuenSamaritano .";;@Pontifex_es;#SalvadosPapa #Inmigraci #UnPuenteSobreelDrina #BuenSamaritano;"1112502314588430337";https://twitter.com/acastillom93/status/1112502314588430337
And89_3;2019-04-01 01:49;7;14;"Imaginad mañana los telediarios abriendo con las palabras del Papa sobre el derecho a recuperar a tus muertos y sobre los 4 pecados que puede cometer un medio de comunicación. Imaginad horas de debates sobre ello. (1) #ObjetivoIglesias #SalvadosPapa";;;#ObjetivoIglesias #SalvadosPapa;"1112502273576525825";https://twitter.com/And89_3/status/1112502273576525825
Eduard68715141;2019-04-01 01:48;3;5;"Muy vago e inútil su "feminismo", limitándose a decir que como la palabra iglesia es femenina, pues ya está. Y encima defendiendo que una mujer violada no pueda abortar. En fin, los milagros no existen, y la iglesia es lo que es, con un papa más o menos populista. #SalvadosPapa https:// twitter.com/salvadostv/sta tus/1112449318110273536 …";;;#SalvadosPapa;"1112501975789326338";https://twitter.com/Eduard68715141/status/1112501975789326338
carlitos_950;2019-04-01 01:48;1;1;"Papa Francisco: El feminismo puede convertirse en machismo. Pequeña y demoledora frase pero que a la vez es cierta #SalvadosPapa";;;#SalvadosPapa;"1112501938271211522";https://twitter.com/carlitos_950/status/1112501938271211522
Britovius;2019-04-01 01:48;1;1;"#SalvadosPapa El independentista abad de Montserrat y sus monjes ocultaron durante décadas sus abusos sexuales https://www. periodistadigital.com/codigoxy/gente /2019/01/20/el-independentista-abad-de-montserrat-y-sus-monjes-ocultaron-durante-decadas-sus-abusos-sexuales.shtml#.XKFRtyTIoLs.twitter …";;;#SalvadosPapa #;"1112501901537497095";https://twitter.com/Britovius/status/1112501901537497095
xarli_bo;2019-04-01 01:48;1;1;"Usted q conoce a los dos? Messi vale y el otro quien es? Madre mia #SalvadosPapa";;;#SalvadosPapa;"1112501873217601536";https://twitter.com/xarli_bo/status/1112501873217601536
Multisenti2;2019-04-01 01:47;0;0;"Si fomentas la guerra allí, luego la tendrás en tu casa #SalvadosPapa";;;#SalvadosPapa;"1112501767311421441";https://twitter.com/Multisenti2/status/1112501767311421441
BQuared;2019-04-01 01:47;0;0;"Una entrevista al #Papa me puede parecer interesante hasta que empiezo a imaginar que todas las preguntas deben estar seguramente más que estudiadas y acordadas. #SalvadosPapa";;;#Papa #SalvadosPapa;"1112501754686590976";https://twitter.com/BQuared/status/1112501754686590976
patriciuqui;2019-04-01 01:47;0;0;"#SalvadosPapa ha sido uno de los mejores hasta el momento para mí. No soy creyente, pero este señor es un grande aunque no comparta todas sus opiniones.";;;#SalvadosPapa;"1112501676706091008";https://twitter.com/patriciuqui/status/1112501676706091008
Britovius;2019-04-01 01:47;0;2;"#SalvadosPapa Una víctima denuncia abusos sexuales en Montserrat en un documental http:// shr.gs/GFpvhIS";;;#SalvadosPapa;"1112501675514871808";https://twitter.com/Britovius/status/1112501675514871808
bacalaoX;2019-04-01 01:47;0;0;"Para las personas que “no” tiene nada en contra de los homosexuales pero dicen que no es natural ya que solo hay que ver el reino animal y su heterosexualidad aquí tengo una cosa para vosotros. #SalvadosPapa";;;#SalvadosPapa;"1112501621320241152";https://twitter.com/bacalaoX/status/1112501621320241152
zarzamcarmen;2019-04-01 01:47;0;1;"Me ha encantado Francisco #SalvadosPapa";;;#SalvadosPapa;"1112501621282562050";https://twitter.com/zarzamcarmen/status/1112501621282562050
lopedevegac;2019-04-01 01:47;10;18;"Curioso, nunca antes un Papa fue tan querido por los ateos. #SalvadosPapa";;;#SalvadosPapa;"1112501588625641472";https://twitter.com/lopedevegac/status/1112501588625641472
Mj_ArQ;2019-04-01 01:45;0;0;"Pues ya sabes @jordievole que te lo ha tenido que decir en persona porque no lo entendías. #SalvadosPapa Gracias #Papa por evangelizar a los ateos.";;@jordievole;#SalvadosPapa #Papa;"1112501242113212421";https://twitter.com/Mj_ArQ/status/1112501242113212421
J_AMeteo;2019-04-01 01:45;6;6;"#SalvadosPapa LO DEL PAPA FRANCISO HOY, HA SIDO LA MAYOR VERGÜENZA QUE HE PODIDO VER, APARTE DE CONCEDER 1 ENTREVISTA A UNA CADENA DE EXTREMA IZQUIERDA, QUE QUITA LAS MISAS Y ESTA A FAVOR DEL ISLAM EN ESPAÑA, Y ENCIMA LE ENTREVISTA EL ÉBOLA, UN VENENO, QUE ASCOOOOO";;;#SalvadosPapa;"1112501151839252481";https://twitter.com/J_AMeteo/status/1112501151839252481
sextaNoticias;2019-04-01 01:45;21;52;"Los gobiernos que venden armas "no tienen derecho a hablar de la paz" porque "están fomentando la guerra en otro país". #SalvadosPapa http:// atres.red/th5lj2";;;#SalvadosPapa;"1112501076408889344";https://twitter.com/sextaNoticias/status/1112501076408889344
carminis82;2019-04-01 01:44;0;0;"Y... cuántas preguntas le ha hecho el Papa a @jordievole aunque no las hayamos visto? #SalvadosPapa";;@jordievole;#SalvadosPapa;"1112500968095170561";https://twitter.com/carminis82/status/1112500968095170561
feten888;2019-04-01 01:44;1;0;"MEAPILAS VARIOS DE MISA SEMANAL Y VOTANTES DE DERECHA QUE SE LA PASAN DÁNDOSE GOLPES DE PECHO... MAS LEER LA BIBLIA Y MENOS JODER AL PERSONAL !!! #SalvadosPapa https:// twitter.com/feten888/statu s/1112497548785262592 …";;;#SalvadosPapa;"1112500876122316800";https://twitter.com/feten888/status/1112500876122316800
Eduard68715141;2019-04-01 01:44;0;0;"Falacia del hombre de paja usada por SuSan, exagerando y caricaturizado el argumento del periodista para tapar la debilidad de su discurso y de sus acciones contra los abusos sexuales en su iglesia (que decepciona a las víctimas). Vergonzoso en un tema tan grave. #SalvadosPapa https:// twitter.com/salvadostv/sta tus/1112448487516504064 …";;;#SalvadosPapa;"1112500837140582400";https://twitter.com/Eduard68715141/status/1112500837140582400
J_AMeteo;2019-04-01 01:43;0;0;"AHÍ TENÉIS A BERGOGLIO, RINDIENDO PELITESÍA A SUS AMOS SIONISTAS, LA IGLESIA CATÓLICA ESTÁ INFLITRADA POR LA MASONERÍA, Y EL PAPA DUDA CUANDO EL ÉBOLA LE PREGUNTA QUE SI ES UN SACRILEGIO DECIR QUE SI messi ES DIOS Y TRAS UNOS SEGUNDOS DE DUDA SUELTA, EN TEORÍA SI #SalvadosPapa pic.twitter.com/TMFGDkWFwC";;;#SalvadosPapa;"1112500766269411328";https://twitter.com/J_AMeteo/status/1112500766269411328
espinosabas;2019-04-01 01:43;5;5;"En todas las redacciones se tendría que repasar la clase magistral del Papa Francisco en la que apunta los cuatro "pecados" capitales del periodismo: -Desinformación -Calumnia -Difamación -COPROFILIA Una entrevista de @jordievole para la historia. Felicidades. #SalvadosPapa";;@jordievole;#SalvadosPapa;"1112500647264432128";https://twitter.com/espinosabas/status/1112500647264432128
carminis82;2019-04-01 01:42;0;2;"Esta entrevista es como una tutoría en la universidd, la base tiene sentido pro la explicación es tan general q no responde a las dudas concretas y además hay considerables lagunas/incoherencias en la explicación pero no puedes insistir pq si no suspends #SalvadosPapa";;;#SalvadosPapa;"1112500465831432192";https://twitter.com/carminis82/status/1112500465831432192
Mj_ArQ;2019-04-01 01:42;0;0;"Gracias a #SalvadosPapa Hemos evangelizado a los ateos y anticristianos. Que buena jugada la del Papa oye #jordievole #Papa";;;#SalvadosPapa #jordievole #Papa;"1112500388614295552";https://twitter.com/Mj_ArQ/status/1112500388614295552
SusoRama;2019-04-01 01:41;0;1;"Francisco I: El Sindicalista #SalvadosPapa";;;#SalvadosPapa;"1112500221936840704";https://twitter.com/SusoRama/status/1112500221936840704
Escoty4;2019-04-01 01:41;4;5;"El pApa es un político rancio del 3 al 4. Mejor estaba en Somalia haciendo algo útil que dando "lecciones". #SalvadosPapa";;;#SalvadosPapa;"1112500221878194177";https://twitter.com/Escoty4/status/1112500221878194177
PatyGCabiedes;2019-04-01 01:40;0;0;"El Papa sobre el capitalismo, el comunismo, las dictaduras, la inmigración.. “No es mi ideario, es la doctrina social de la Iglesia, está en el Evangelio”. #SalvadosPapa @Pontifex_es";;@Pontifex_es;#SalvadosPapa;"1112500040302559233";https://twitter.com/PatyGCabiedes/status/1112500040302559233
Circe05715046;2019-04-01 01:40;9;10;"Entrevista al Papa a cero coma de unas elecciones? Casualidad? No te lo compro. #SalvadosPapa";;;#SalvadosPapa;"1112499964133949440";https://twitter.com/Circe05715046/status/1112499964133949440
javivi20;2019-04-01 01:39;0;0;"Papa llama #SalvadosPapa";;;#SalvadosPapa;"1112499755438039042";https://twitter.com/javivi20/status/1112499755438039042
Mj_ArQ;2019-04-01 01:39;2;1;"Si que es listo el papa #SalvadosPapa que ha evangelizado a los progres #VivaEspana #Papa #";;;#SalvadosPapa #VivaEspana #Papa #;"1112499744880951296";https://twitter.com/Mj_ArQ/status/1112499744880951296
brunohahe;2019-04-01 01:38;0;0;"entre otras muchas cosas que se podrían decir, qué agradable y agradecido es escuchar un verdadero diálogo en una entrevista televisiva #SalvadosPapa";;;#SalvadosPapa;"1112499337416900608";https://twitter.com/brunohahe/status/1112499337416900608
Britovius;2019-04-01 01:37;1;0;"#SalvadosPapa #ObjetivoIglesias pic.twitter.com/39RDo4UelR";;;#SalvadosPapa #ObjetivoIglesias;"1112499177437696000";https://twitter.com/Britovius/status/1112499177437696000
luis_yam23;2019-04-01 01:37;0;1;"#SalvadosPapa Una entrevista que invita a la reflexión y a escuchar. Las preguntas de @jordievole perfectamente acertadas que dejan muchas ideas interesantes del Pontífice y sobre el mismo.";;@jordievole;#SalvadosPapa;"1112499091286704132";https://twitter.com/luis_yam23/status/1112499091286704132
ImRobertoGalvez;2019-04-01 01:36;0;0;"En serio nenucos, que la Biblia es un plagio de la Teogonía griega #SalvadosPapa";;;#SalvadosPapa;"1112498917588025345";https://twitter.com/ImRobertoGalvez/status/1112498917588025345
rowley_bel;2019-04-01 01:36;0;6;"Esto es @vox . Pleistoceno político. Muros del año 885 frente al muro con Méjico, año 2019. #SalvadosPapa https:// twitter.com/monasterior/st atus/1112440763860901888 …";;@vox;#SalvadosPapa;"1112498887091208192";https://twitter.com/rowley_bel/status/1112498887091208192
Telovengoadeci1;2019-04-01 01:34;3;2;"Tengo en mi familia religiosos y funcionarios, podría haver elegido Seguir el ejemplo de alguno de ellos,pero no creía ni en una cosa ni en otra. Sin embargo Bergoglio creyó en todo para satisfacer su ego. Ahora ya no creo en el ser humano #SalvadosPapa";;;#SalvadosPapa;"1112498433896656896";https://twitter.com/Telovengoadeci1/status/1112498433896656896
sergi_peich;2019-04-01 01:34;0;0;"El Papa Francisco parece un tipo sensato. Lástima que no tenga credibilidad alguna. Cuando haga limpia en la iglesia y asuman que ningún cura está por encima de la ley entonces empezaré a creerle. #SalvadosPapa";;;#SalvadosPapa;"1112498372961808386";https://twitter.com/sergi_peich/status/1112498372961808386
Sr_Dior;2019-04-01 01:33;0;0;"He ido a ver el programa online y he durado minutos de la entrevista me aburre tanto "Paco" que perezaaaaa #SalvadosPapa";;;#SalvadosPapa;"1112498249519247372";https://twitter.com/Sr_Dior/status/1112498249519247372
Britovius;2019-04-01 01:33;0;1;"#SalvadosPapa #ObjetivoIglesias Bueno, la Merkel ya está extirpada. pic.twitter.com/3BJXCRAl07";;;#SalvadosPapa #ObjetivoIglesias;"1112498222105329665";https://twitter.com/Britovius/status/1112498222105329665
juliotlaseca;2019-04-01 01:32;0;1;"#SalvadosPapa #juliotlaseca El papa Francisco habla de la Homosexualidad https://www. instagram.com/p/BvsPLvuhe_W/ ?utm_source=ig_twitter_share&igshid=vfflc7lhhjeh …";;;#SalvadosPapa #juliotlaseca;"1112498038558334976";https://twitter.com/juliotlaseca/status/1112498038558334976
ImRobertoGalvez;2019-04-01 01:32;1;1;"Señor @Pontifex_es antes de meterse con la comunidad lgtb busquese una religion cuyo libro sagrado no sea un plagio de los mitos del helenismo. 1 beso guapa #SalvadosPapa";;@Pontifex_es;#SalvadosPapa;"1112497919024906240";https://twitter.com/ImRobertoGalvez/status/1112497919024906240
albertogisbert;2019-04-01 01:32;0;0;"“El mundo se olvidó de llorar” Gran reflexión del Papa acerca del drama de la inmigración actual en Europa #SalvadosPapa";;;#SalvadosPapa;"1112497897793376256";https://twitter.com/albertogisbert/status/1112497897793376256
feten888;2019-04-01 01:30;2;2;"Pues Bergoglio en #SalvadosPapa ha dicho: DEUTERONOMIO 24, 14 "No explotes al pobre y al indigente, ya sea uno de tus hermanos (paisano), o uno de los extranjeros (emigrantes), que viven en tus ciudades. Pagale su justo jornal, pues esta necesitado" PARA @PPopular @CiudadanosCs pic.twitter.com/MPSuh4yvOg";;@PPopular @CiudadanosCs;#SalvadosPapa;"1112497548785262592";https://twitter.com/feten888/status/1112497548785262592
GOfendiditos;2019-04-01 01:30;0;0;"#SalvadosPapa ofendidito creyente: Se ofendió por que alguien que se pasa 24hrs. en el vaticano y cada vez que abre su boca es para hablar de la biblia, resulta que según el en una hora no lo ha hecho. Felicidades la caricatura de típico ofendido esta calcada. pic.twitter.com/56ctBCZ9bV";;;#SalvadosPapa;"1112497426726879232";https://twitter.com/GOfendiditos/status/1112497426726879232
Ana_dmati;2019-04-01 01:30;0;2;"Y lo que está claro es que una mujer en la iglesia para secretaria o chacha, estaría más que fetén. Femenina que no feminista, porque es LA iglesia. El machismo desde A.C. #SalvadosPapa";;;#SalvadosPapa;"1112497393629609987";https://twitter.com/Ana_dmati/status/1112497393629609987
carminis82;2019-04-01 01:30;0;1;"Por qué no ha contestado a lo de Franco? Pq queda feo decir que todos los pecados se perdonan o pq ni él se lo cree #SalvadosPapa";;;#SalvadosPapa;"1112497363384524800";https://twitter.com/carminis82/status/1112497363384524800
BLSoldierG;2019-04-01 01:30;1;1;"La entrevista del papa se puede resumir en que ha intentado y con éxito no mojarse en nada, ni con trump, ni con los violadores, ni con los católicos ultras, etc #SalvadosPapa";;;#SalvadosPapa;"1112497335555239939";https://twitter.com/BLSoldierG/status/1112497335555239939
SemperGaudens;2019-04-01 01:29;0;0;"El Papa Francisco se pronunció en #SalvadosPapa sobre la crisis en #Venezuela , y recordó que el #Vaticano ha intentado mediar en varias ocasiones http:// bit.ly/2FOIOcY";;;#SalvadosPapa #Venezuela #Vaticano;"1112497097289465857";https://twitter.com/SemperGaudens/status/1112497097289465857
LordAmush;2019-04-01 01:29;0;0;"#SalvadosPapa el Papa comunacho!";;;#SalvadosPapa;"1112497074711511040";https://twitter.com/LordAmush/status/1112497074711511040
pablogllenn;2019-04-01 01:28;0;4;"Jordi Évole: ¿Qué le diría a los católicos que rechazan a la inmigración? Papa Francisco: Que lean el evangelio. #SalvadosPapa";;;#SalvadosPapa;"1112497029366845440";https://twitter.com/pablogllenn/status/1112497029366845440
Ana_dmati;2019-04-01 01:28;0;0;"Sobre el aborto y la homosexualidad, nada nuevo. Me sorprende la gente que se asusta. La iglesia tiene la culpa de todos estos pensamientos desde que el mundo es mundo. Por desgracia. #SalvadosPapa";;;#SalvadosPapa;"1112496949259841536";https://twitter.com/Ana_dmati/status/1112496949259841536
moises_da013;2019-04-01 01:28;1;0;"Buenas noches, vamos por el mes de Abril, ese es tu mes de lograr lo que tienes en mente. Los demás van a ver de que eres capaz y se sentirá orgullo tus familiares más queridos. Mañana más. #ObjetivoIglesias #SalvadosPapa #GHDÚODBT12";;;#ObjetivoIglesias #SalvadosPapa #GHD;"1112496843345350656";https://twitter.com/moises_da013/status/1112496843345350656
Degarca4;2019-04-01 01:28;1;2;"Lo que es una auténtica vergüenza es llevar ese sello y joyas de oro en nombre de un dios pobre y más con el hambre y miseria que sigue habiendo en el mundo. Todos los papas son iguales y la iglesia no es más que un negocio. #SalvadosPapa";;;#SalvadosPapa;"1112496829432778752";https://twitter.com/Degarca4/status/1112496829432778752
soysanjuane;2019-04-01 01:28;0;0;"El Papa Francisco se pronunció en #SalvadosPapa sobre la crisis en #Venezuela , y recordó que el #Vaticano ha intentado mediar en varias ocasiones http:// bit.ly/2FOIOcY";;;#SalvadosPapa #Venezuela #Vaticano;"1112496824328298496";https://twitter.com/soysanjuane/status/1112496824328298496
ifigeniacriolla;2019-04-01 01:27;1;0;"Qué se sepa que en Venezuela los niños no van al colegio, no hay servicio de agua ni de electricidad, ni alimentos ni medicinas, los colectivos acosan al disidente y el régimen tortura y desaparece impunemente, mientras el papa no hace juicio de valor. #SalvadosPapa";;;#SalvadosPapa;"1112496759639543808";https://twitter.com/ifigeniacriolla/status/1112496759639543808
aciprensa;2019-04-01 01:27;33;55;"El Papa Francisco se pronunció en #SalvadosPapa sobre la crisis en #Venezuela , y recordó que el #Vaticano ha intentado mediar en varias ocasiones http:// bit.ly/2FOIOcY";;;#SalvadosPapa #Venezuela #Vaticano;"1112496557092466688";https://twitter.com/aciprensa/status/1112496557092466688
Ana_dmati;2019-04-01 01:25;0;0;"En el tema de los abusos, bastante demagogo. Sabe cómo jugar y cómo contestar. #SalvadosPapa";;;#SalvadosPapa;"1112496229534052358";https://twitter.com/Ana_dmati/status/1112496229534052358
el_sochantre;2019-04-01 01:25;0;0;"#SalvadosPapa 40 años del papado: El bueno, el sabio y el bobo.";;;#SalvadosPapa;"1112496120490614784";https://twitter.com/el_sochantre/status/1112496120490614784
carminis82;2019-04-01 01:25;0;0;"Cuánta gente tenía el hastag preparado para comentar y habrá cancelado la publicación #SalvadosPapa";;;#SalvadosPapa;"1112496109052747776";https://twitter.com/carminis82/status/1112496109052747776
feten888;2019-04-01 01:24;0;0;"Pues Bergoglio en #SalvadosPapa ha dicho lo que dice DEUTERONOMIO 24, 14: "No explotes al pobre y al indigente, ya sea uno de tus hermanos (paisano), o uno de los extranjeros (emigrantes), que viven en tus ciudades. Pagale su justo jornal, pues esta necesitado" PARA PP Y MEAPILAS https:// twitter.com/MomentsES/stat us/1112463504198590466 …";;;#SalvadosPapa;"1112496013447704582";https://twitter.com/feten888/status/1112496013447704582
Ana_dmati;2019-04-01 01:24;0;0;"Respecto a la política social y otros temas, deberían prestar atención y actuar nuestrs políticos. #SalvadosPapa";;;#SalvadosPapa;"1112495929435803648";https://twitter.com/Ana_dmati/status/1112495929435803648
LaTarabita;2019-04-01 01:24;8;19;"“El mundo se olvidó de llorar”. ~ Papa Francisco ¿Nos estamos acostumbrando a ver como normales cosas que no lo son? Cosas como la injusticia, el odio, el sufrimiento ajeno, el irrespeto, el fanatismo, la violencia... que sean cotidianas NO las hace normales. #SalvadosPapa";;;#SalvadosPapa;"1112495882992267264";https://twitter.com/LaTarabita/status/1112495882992267264
